s_arc,x,y,z,width_left,width_right,sector
420.0839,275.8911,-319.3219,0.0000,6.9530,6.8940,1
425.0849,279.1229,-323.1383,0.0000,6.9150,6.8680,1
430.0858,282.3542,-326.9552,0.0000,6.8760,6.8410,1
435.0867,285.5847,-330.7726,0.0000,6.8370,6.8140,1
440.0877,288.8147,-334.5905,0.0000,6.7980,6.7870,1
445.0886,292.0441,-338.4090,0.0000,6.7600,6.7610,1
450.0895,295.2728,-342.2280,0.0000,6.7210,6.7340,1
455.0904,298.5008,-346.0475,0.0000,6.6820,6.7070,1
460.0913,301.7282,-349.8675,0.0000,6.6440,6.6800,1
465.0922,304.9549,-353.6881,0.0000,6.6050,6.6530,1
470.0931,308.1810,-357.5093,0.0000,6.5660,6.6270,1
475.0939,311.4064,-361.3311,0.0000,6.5270,6.6000,1
480.0948,314.6310,-365.1534,0.0000,6.4890,6.5730,1
485.0957,317.8550,-368.9763,0.0000,6.4500,6.5460,1
490.0965,321.0783,-372.7997,0.0000,6.4110,6.5190,1
495.0973,324.3009,-376.6238,0.0000,6.3720,6.4930,1
500.0982,327.5227,-380.4485,0.0000,6.3340,6.4660,1
505.0990,330.7438,-384.2738,0.0000,6.2950,6.4390,1
510.0998,333.9642,-388.0997,0.0000,6.2560,6.4120,1
515.1006,337.1838,-391.9262,0.0000,6.2170,6.3860,1
520.1014,340.4026,-395.7533,0.0000,6.1790,6.3590,1
525.1022,343.6207,-399.5811,0.0000,6.1400,6.3320,1
530.1030,346.8380,-403.4095,0.0000,6.1010,6.3050,1
535.1038,350.0545,-407.2386,0.0000,6.0630,6.2780,1
540.1046,353.2707,-411.0679,0.0000,6.0240,6.2520,1
545.1054,356.4871,-414.8972,0.0000,5.9850,6.2250,1
550.1062,359.7042,-418.7258,0.0000,5.9460,6.1980,1
555.1071,362.9227,-422.5534,0.0000,5.9080,6.1710,1
560.1081,366.1430,-426.3796,0.0000,5.8690,6.1440,1
565.1091,369.3657,-430.2038,0.0000,5.8300,6.1180,1
570.1103,372.5914,-434.0256,0.0000,5.7910,6.0910,1
575.1116,375.8207,-437.8445,0.0000,5.7530,6.0640,1
580.1130,379.0541,-441.6602,0.0000,5.7140,6.0370,1
585.1146,382.2922,-445.4722,0.0000,5.6750,6.0110,1
590.1164,385.5355,-449.2799,0.0000,5.6370,5.9840,1
595.1185,388.7846,-453.0831,0.0000,5.5980,5.9570,1
600.1208,392.0401,-456.8811,0.0000,5.5590,5.9300,1
605.1234,395.3024,-460.6736,0.0000,5.5200,5.9030,1
610.1264,398.5723,-464.4602,0.0000,5.4820,5.8770,1
615.1298,401.8502,-468.2402,0.0000,5.4430,5.8500,1
620.1336,405.1367,-472.0134,0.0000,5.4200,5.7910,1
625.1379,408.4322,-475.7794,0.0000,5.4230,5.6820,1
630.1419,411.7296,-479.5433,0.0000,5.4270,5.5720,1
635.1437,415.0105,-483.3188,0.0000,5.4300,5.4630,1
640.1417,418.2555,-487.1201,0.0000,5.4330,5.3530,1
645.1346,421.4451,-490.9615,0.0000,5.4360,5.2440,1
650.1225,424.5601,-494.8571,0.0000,5.3960,5.0170,1
655.1066,427.5811,-498.8212,0.0000,5.3560,4.7900,1
660.0898,430.4887,-502.8681,0.0000,5.3150,4.5630,1
665.0770,433.2636,-507.0121,0.0000,5.1060,4.5870,1
670.0755,435.8864,-511.2673,0.0000,4.8910,4.6180,1
675.0895,438.3367,-515.6417,0.0000,4.6760,4.6500,1
680.1101,440.5921,-520.1273,0.0000,4.6540,4.6150,1
685.1285,442.6295,-524.7135,0.0000,4.6880,4.5620,1
690.1380,444.4259,-529.3897,0.0000,4.7720,4.4460,1
695.1345,445.9584,-534.1455,0.0000,4.9160,4.2540,1
700.1173,447.2040,-538.9701,0.0000,4.6430,4.5400,1
705.0892,448.1396,-543.8531,0.0000,4.5270,4.6740,1
710.0566,448.7424,-548.7838,0.0000,4.4940,4.7360,1
715.0307,448.9898,-553.7517,0.0000,4.7480,4.6160,1
720.0223,448.8825,-558.7422,0.0000,4.8300,4.5220,1
725.0336,448.4550,-563.7352,0.0000,4.8900,4.4310,1
730.0589,447.7446,-568.7101,0.0000,4.7590,4.4570,1
735.0868,446.7887,-573.6462,0.0000,4.6010,4.5010,1
740.1017,445.6250,-578.5243,0.0000,4.5800,4.6620,1
745.1014,444.3031,-583.3460,0.0000,4.5840,4.7670,1
750.0932,442.8825,-588.1315,0.0000,4.6740,4.6770,1
755.0813,441.4230,-592.9012,0.0000,4.7640,4.5860,1
760.0680,439.9842,-597.6758,0.0000,4.8530,4.4950,1
765.0560,438.5961,-602.4668,0.0000,4.8930,4.4360,1
770.0473,437.2140,-607.2630,0.0000,4.9130,4.3910,1
775.0437,435.7819,-612.0497,0.0000,4.9330,4.3450,1
780.0486,434.2439,-616.8124,0.0000,4.9530,4.3000,1
785.0688,432.5440,-621.5361,0.0000,4.9730,4.2540,1
790.0996,430.6331,-626.1899,0.0000,4.9930,4.2090,1
795.1188,428.4720,-630.7200,0.0000,4.8290,4.3420,1
800.1121,426.0222,-635.0710,0.0000,4.6300,4.5080,1
805.0776,423.2450,-639.1872,0.0000,4.8340,4.4880,1
810.0275,420.1125,-643.0198,0.0000,5.1700,4.4060,1
814.9759,416.6441,-646.5493,0.0000,5.1390,4.5690,1
819.9322,412.8720,-649.7643,0.0000,5.0250,4.7870,1
824.9016,408.8286,-652.6533,0.0000,4.9560,4.9250,1
829.8865,404.5463,-655.2050,0.0000,4.9030,5.0350,1
834.8869,400.0574,-657.4079,0.0000,4.9670,4.9320,1
839.9010,395.3942,-659.2508,0.0000,5.1010,4.7040,1
844.9264,390.5891,-660.7222,0.0000,5.1330,4.6970,1
849.9601,385.6744,-661.8107,0.0000,5.1030,4.8260,1
854.9995,380.6832,-662.5055,0.0000,5.0990,4.8670,1
860.0377,375.6536,-662.7995,0.0000,5.1230,4.8160,1
865.0663,370.6262,-662.6878,0.0000,5.0930,4.8020,1
870.0779,365.6419,-662.1654,0.0000,5.0270,4.8120,1
875.0675,360.7412,-661.2273,0.0000,5.0390,4.7840,1
880.0333,355.9650,-659.8686,0.0000,5.1350,4.7160,1
884.9777,351.3538,-658.0842,0.0000,5.1450,4.7260,1
889.9086,346.9485,-655.8691,0.0000,5.0280,4.8520,1
894.8403,342.7897,-653.2183,0.0000,4.9780,4.8300,1
899.7947,338.9078,-650.1398,0.0000,5.0280,4.5920,1
904.7895,335.2894,-646.6967,0.0000,5.0740,4.4510,1
909.8232,331.9096,-642.9665,0.0000,5.1140,4.4620,1
914.8775,328.7433,-639.0268,0.0000,5.1310,4.4750,1
919.9218,325.7655,-634.9552,0.0000,5.0010,4.4970,1
924.9329,322.9451,-630.8133,0.0000,4.8710,4.5200,1
929.9206,320.2363,-626.6252,0.0000,4.7410,4.5430,1
934.8971,317.5914,-622.4097,0.0000,4.6110,4.5650,1
939.8721,314.9628,-618.1858,0.0000,4.4820,4.5880,1
944.8542,312.3069,-613.9707,0.0000,4.4080,4.6020,1
949.8452,309.6136,-609.7688,0.0000,4.4180,4.6030,1
954.8437,306.8879,-605.5789,0.0000,4.4280,4.6030,1
