s_arc,x,y,z,width_left,width_right,sector
1099.0703,354.6146,-70.6117,0.0000,4.7520,4.3780,1
1104.0305,358.8459,-73.1999,0.0000,4.6070,4.4590,1
1109.0276,363.1276,-75.7764,0.0000,4.4630,4.5390,1
1114.0634,367.4692,-78.3279,0.0000,4.3180,4.6200,1
1119.1012,371.7683,-80.9541,0.0000,4.3550,4.5760,1
1124.1104,375.9188,-83.7587,0.0000,4.4590,4.4870,1
1129.0908,379.8780,-86.7801,0.0000,4.6330,4.3330,1
1134.0561,383.6527,-90.0059,0.0000,4.8920,4.1000,1
1139.0181,387.2511,-93.4224,0.0000,4.6950,4.3080,1
1143.9859,390.6813,-97.0160,0.0000,4.5060,4.5080,1
1148.9666,393.9514,-100.7727,0.0000,4.5760,4.4550,1
1153.9637,397.0687,-104.6783,0.0000,4.6380,4.4190,1
1158.9751,400.0369,-108.7161,0.0000,4.6350,4.5220,1
1163.9959,402.8589,-112.8688,0.0000,4.6320,4.6250,1
1169.0197,405.5375,-117.1189,0.0000,4.6490,4.6350,1
1174.0389,408.0755,-121.4492,0.0000,4.6870,4.5460,1
1179.0461,410.4757,-125.8435,0.0000,4.7240,4.4570,1
1184.0408,412.7401,-130.2955,0.0000,4.7580,4.3740,1
1189.0263,414.8703,-134.8030,0.0000,4.7780,4.3140,1
1194.0055,416.8678,-139.3639,0.0000,4.7990,4.2540,1
1198.9812,418.7344,-143.9762,0.0000,4.8190,4.1940,1
1203.9560,420.4715,-148.6379,0.0000,4.7930,4.1550,1
1208.9324,422.0809,-153.3468,0.0000,4.6690,4.1610,1
1213.9125,423.5641,-158.1010,0.0000,4.5460,4.1670,1
1218.8984,424.9228,-162.8982,0.0000,4.4230,4.1730,1
1223.8920,426.1585,-167.7365,0.0000,4.3150,4.1800,1
1228.8950,427.2728,-172.6138,0.0000,4.3010,4.2010,1
1233.9088,428.2687,-177.5277,0.0000,4.2860,4.2210,1
1238.9327,429.1672,-182.4706,0.0000,4.2720,4.2410,1
1243.9631,430.0035,-187.4310,0.0000,4.2580,4.2610,1
1248.9949,430.8134,-192.3972,0.0000,4.3420,4.2760,1
1254.0224,431.6324,-197.3576,0.0000,4.5250,4.2850,1
1259.0402,432.4964,-202.3004,0.0000,4.6580,4.2900,1
1264.0438,433.4409,-207.2140,0.0000,4.5240,4.2700,1
1269.0307,434.5016,-212.0869,0.0000,4.3900,4.2510,1
1274.0012,435.7141,-216.9072,0.0000,4.2450,4.2380,1
1278.9591,437.1142,-221.6633,0.0000,4.0750,4.2400,1
1283.9130,438.7375,-226.3437,0.0000,3.9510,4.2480,1
1288.8756,440.6136,-230.9380,0.0000,3.8880,4.2640,1
1293.8556,442.7268,-235.4474,0.0000,3.9020,4.5150,1
1298.8540,445.0411,-239.8777,0.0000,3.9680,4.6360,1
1303.8674,447.5204,-244.2352,0.0000,4.1030,4.5080,1
1308.8884,450.1284,-248.5257,0.0000,4.2390,4.3800,1
1313.9067,452.8290,-252.7554,0.0000,4.2980,4.2900,1
1318.9147,455.5928,-256.9317,0.0000,4.3400,4.2090,1
1323.9145,458.4052,-261.0655,0.0000,4.3820,4.1280,1
1328.9091,461.2539,-265.1680,0.0000,4.3800,4.1080,1
1333.9008,464.1264,-269.2504,0.0000,4.3490,4.1280,1
1338.8917,467.0102,-273.3239,0.0000,4.3190,4.1480,1
1343.8840,469.8934,-277.3994,0.0000,4.2880,4.1680,1
1348.8781,472.7711,-281.4811,0.0000,4.2570,4.1870,1
1353.8740,475.6436,-285.5686,0.0000,4.2260,4.2070,1
1358.8713,478.5117,-289.6609,0.0000,4.1950,4.2270,1
1363.8699,481.3760,-293.7575,0.0000,4.1640,4.2460,1
1368.8695,484.2370,-297.8576,0.0000,4.1340,4.2660,1
